"Plot","TagID","Transplant","Year_t","Height_t","Width_t","Perp_t","NS_t","Goodbuds_t","TotFlowerbuds_t","ABFlowerbuds_t","Antcount_t","Ant_sp_t","Year_t1","Newplant","Survival_t1","Height_t1","Width_t1","Perp_t1","NS_t1","Goodbuds_t1","TotFlowerbuds_t1","ABFlowerbuds_t1","Antcount_t1","Ant_sp_t1","comments"
"8","87","0",2015,19,12,8,2,0,NA,0,0,"vacant",2016,"0","1",22,15,12,4,0,NA,0,0,"vacant",""
"8","88","0",2015,25,17,12,0,0,NA,0,0,"vacant",2016,"0","1",21,17,12,0,0,NA,0,0,"vacant",""
"8","89","0",2015,22,18,18,6,0,NA,0,0,"vacant",2016,"0","1",27,18,15,1,0,NA,0,0,"vacant",""
"8","90","0",2015,32,33,14,2,0,NA,0,0,"vacant",2016,"0","1",23,34,10,0,0,NA,0,0,"vacant",""
"8","91","0",2015,18,12,8,0,0,NA,0,0,"vacant",2016,"0","1",12,5,2,0,0,NA,0,0,"vacant","much of it has died back"
"8","93","0",2015,29,24,15,6,0,NA,0,8,"liom",2016,"0","1",38,27,21,2,0,NA,0,1,"fore",""
"8","94","0",2015,14,6,4,3,0,NA,0,0,"vacant",2016,"0","1",11,8,7,0,0,NA,0,0,"vacant","25% covered in cochinil"
"8","95","0",2015,28,15,14,4,0,NA,0,0,"vacant",2016,"0","1",25,23,18,4,0,NA,0,0,"vacant",""
"8","96","0",2015,5,4,3,2,0,NA,0,0,"vacant",2016,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"8","97","0",2015,26,19,14,5,0,NA,0,0,"vacant",2016,"0","1",38,23,21,8,0,NA,0,0,"vacant",""
"8","98","0",2015,22,17,10,0,0,NA,0,0,"vacant",2016,"0","1",18,10,8,0,0,NA,0,0,"vacant","getting pretty yellow"
"8","99","0",2015,16,10,8,0,0,NA,0,0,"vacant",2016,"0","1",19,11,7,6,0,NA,0,0,"vacant",""
"8","100","0",2015,9,1,1,1,0,NA,0,0,"vacant",2016,"0","1",9,6,3,2,0,NA,0,0,"vacant",""
"8","102","0",2015,16,12,8,2,0,NA,0,0,"vacant",2016,"0","1",14,10,8,0,0,NA,0,0,"vacant","Looking rough. Turning purple/yellow"
"8","104","0",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"1","1",21,17,11,4,0,NA,0,0,"vacant","2 m east of 8-81"
"8","105","0",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"1","1",2,1,1,0,0,NA,0,0,"vacant","0.5 m south of 8-101"
"8","101A","0",2015,7,1,1,1,0,NA,0,0,"vacant",2016,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"8","101B","0",2015,4,3.5,1,1,0,NA,0,0,"vacant",2016,"0","1",7,1.5,1.5,1,0,NA,0,0,"vacant",""
"8","75A","0",2015,23,13,11,1,0,NA,0,0,"vacant",2016,"0","1",20,13,11,1,0,NA,0,0,"vacant",""
"1","1","0",2016,105,91,83,13,22,NA,2,14,"liom",2017,"0","1",105,91,81,9,2,NA,5,42,"liom",""
"1","3","0",2016,48,35,26,6,0,NA,0,5,"liom",2017,"0","1",53,40,26,0,0,NA,0,3,"liom",""
"1","4","0",2016,70,74,56,0,0,NA,0,0,"vacant",2017,"0","1",69,73,36,0,0,NA,0,2,"liom","1 lg bulk red thorax ant"
"1","5","0",2016,37,42,28,0,0,NA,0,0,"vacant",2017,"0","1",36,44,35,0,0,NA,0,0,"vacant",""
"1","6","0",2016,56,48,33,8,0,NA,0,0,"vacant",2017,"0","1",71,43,39,0,0,NA,0,0,"vacant",""
"1","8","0",2016,82,32,28,3,0,NA,0,0,"vacant",2017,"0","1",55,42,22,2,0,NA,0,11,"liom",""
"1","9","0",2016,87,78,74,0,0,NA,0,0,"vacant",2017,"0","1",81,75,66,0,0,NA,0,0,"vacant",""
"1","11","0",2016,45,39,26,2,0,NA,0,0,"vacant",2017,"0","1",57,32,27,3,0,NA,0,3,"liom",""
"1","13","0",2016,83,102,45,11,1,NA,0,3,"liom",2017,"0","1",82,71,44,7,0,NA,0,21,"liom","growing on an angle"
"1","15","0",2016,52,38,21,0,0,NA,0,0,"vacant",2017,"0","1",51,39,21,0,0,NA,0,0,"vacant",""
"1","16","0",2016,85,78,52,2,0,NA,0,0,"vacant",2017,"0","1",85,82,45,6,0,NA,0,9,"liom",""
"1","17","0",2016,7,3,3,0,0,NA,0,0,"vacant",2017,"0","1",7,2,1,2,0,NA,0,0,"vacant","died back"
"1","20","0",2016,103,56,54,6,3,NA,0,0,"vacant",2017,"0","1",105,57,55,0,0,NA,0,4,"liom","1 CV juv"
"1","23","0",2016,110,79,78,9,3,NA,0,6,"liom",2017,"0","1",108,85,69,14,0,NA,0,22,"liom",""
"1","24","0",2016,76,67,45,16,1,NA,6,0,"vacant",2017,"0","1",93,69,57,15,2,NA,0,5,"liom",""
"1","25","0",2016,83,50,48,15,2,NA,0,19,"crem",2017,"0","1",93,61,54,8,0,NA,7,3,"crem",""
"1","26","0",2016,89,62,44,12,0,NA,6,0,"vacant",2017,"0","1",87,66,50,34,0,NA,0,3,"liom","1 fruit fly"
"1","29","0",2016,32,21,14,0,0,NA,0,0,"vacant",2017,"0","1",39,22,15,0,0,NA,0,0,"vacant",""
"1","30","0",2016,40,22,6,1,0,NA,0,0,"vacant",2017,"0","1",14,6,5.5,0,0,NA,0,0,"vacant",""
"1","32","0",2016,62,57,33,26,2,NA,0,0,"vacant",2017,"0","1",54,72,30,0,0,NA,0,0,"vacant",""
"1","33","0",2016,29,35,19,0,0,NA,0,0,"vacant",2017,"0","1",34,30,24,7,0,NA,0,0,"vacant",""
"1","34","0",2016,110,76,73,17,0,NA,0,0,"vacant",2017,"0","1",86,77,72,0,0,NA,0,1,"liom",""
"1","35","0",2016,75,69,42,3,1,NA,0,0,"vacant",2017,"0","1",100,78,54,2,0,NA,0,0,"vacant",""
"1","38","0",2016,112,91,21,20,6,NA,0,0,"vacant",2017,"0","1",118,83,80,12,1,NA,1,5,"liom",""
"1","39","0",2016,52,42,33,10,0,NA,0,0,"vacant",2017,"0","1",60,45,40,0,0,NA,0,0,"vacant",""
"1","41","0",2016,105,97,75,28,16,NA,23,0,"vacant",2017,"0","1",110,104,91,26,15,NA,20,50,"liom",""
"1","42","0",2016,103,79,75,26,13,NA,2,0,"vacant",2017,"0","1",125,94,79,13,2,NA,1,9,"liom",""
"1","43","0",2016,89,99,67,9,2,NA,4,0,"vacant",2017,"0","1",92,99,81,1,0,NA,0,5,"liom","unknown new growth x4"
"1","44","0",2016,67,47,33,0,0,NA,0,0,"vacant",2017,"0","1",68,48,30,2,0,NA,0,0,"vacant",""
"1","45","0",2016,102,98,61,5,5,NA,1,0,"vacant",2017,"0","1",109,93,58,0,0,NA,0,1,"other",""
"1","51","0",2016,22,15,12,0,0,NA,0,0,"vacant",2017,"0","1",22,12,8,0,0,NA,0,0,"vacant",""
"1","52","0",2016,82,61,32,1,0,NA,0,0,"vacant",2017,"0","1",110,73,47,0,0,NA,0,0,"vacant","50% dead"
"1","54","0",2016,110,88,61,8,1,NA,0,0,"vacant",2017,"0","1",99,85,70,0,0,NA,0,0,"vacant",""
"1","55","0",2016,97,59,87,8,2,NA,3,0,"vacant",2017,"0","1",95,84,46,11,4,NA,0,3,"liom",""
"1","56","0",2016,70,59,53,20,0,NA,0,0,"vacant",2017,"0","1",73,65,64,4,0,NA,0,3,"crem",""
"1","59","0",2016,89,90,64,0,4,NA,2,0,"vacant",2017,"0","1",95,87,56,8,1,NA,0,1,"other",""
"1","60","0",2016,91,54,38,1,0,NA,0,0,"vacant",2017,"0","1",89,48,33,0,0,NA,0,0,"vacant",""
"1","62","0",2016,35,17,13,4,0,NA,0,0,"vacant",2017,"0","1",41,18,11,3,0,NA,0,1,"other",""
"1","64","0",2016,24,17,5,0,0,NA,0,0,"vacant",2017,"0","1",23,28,7,1,0,NA,0,0,"vacant",""
"1","66","0",2016,106,29,28,0,0,NA,0,0,"vacant",2017,"0","1",104,32,29,0,0,NA,1,0,"vacant",""
"1","67","0",2016,89,28,26,0,0,NA,0,0,"vacant",2017,"0","1",93,30,22,3,0,NA,0,6,"liom",""
"1","68","0",2016,17,15,9,0,0,NA,0,0,"vacant",2017,"0","1",21,18,7,0,0,NA,0,0,"vacant","yellow, dying?"
"1","70","0",2016,43,24,21,0,0,NA,0,0,"vacant",2017,"0","1",41,29,16,0,0,NA,0,4,"liom",""
"1","74","0",2016,7,8,5,0,0,NA,0,0,"vacant",2017,"0","1",3,2.5,1,0,0,NA,0,0,"vacant","yellow, dying?"
"1","77","0",2016,20,9,6,0,0,NA,0,0,"vacant",2017,"0","1",17,7,4,0,0,NA,0,0,"vacant",""
"1","78","0",2016,32,24,16,0,0,NA,0,0,"vacant",2017,"0","1",34,19,9,0,0,NA,0,0,"vacant",""
"1","79","0",2016,22,18,15,7,0,NA,0,0,"vacant",2017,"0","1",17,22,9,0,0,NA,0,0,"vacant","yellow, dying?"
"1","80","0",2016,47,34,28,9,0,NA,0,0,"vacant",2017,"0","1",51,33,20,1,0,NA,0,0,"vacant",""
"1","83","0",2016,59,33,8,0,0,NA,0,0,"vacant",2017,"0","1",15,20,6,0,0,NA,0,0,"vacant","dying, mostly yellow"
"1","84","0",2016,20,11,8,6,0,NA,0,0,"vacant",2017,"0","1",12,14,7,4,0,NA,0,0,"vacant",""
"1","85","0",2016,26,16,12,6,0,NA,0,2,"crem",2017,"0","1",32,15,13,0,0,NA,0,0,"vacant","tag is 4-85"
"1","86","0",2016,41,29,27,3,0,NA,0,0,"vacant",2017,"0","1",46,33,21,3,0,NA,0,0,"vacant",""
"1","87","0",2016,8,4,2,0,0,NA,0,0,"vacant",2017,"0","1",6,5,2,1,0,NA,0,0,"vacant","next to 17, died back"
"1","89","0",2016,10,12,5,1,0,NA,0,1,"crem",2017,"0","1",13,12,9,8,0,NA,0,0,"vacant",""
"1","90","0",2016,18,14,6,0,0,NA,0,0,"vacant",2017,"0","1",23,11,9,7,0,NA,0,0,"vacant","many NS near base"
"1","91","0",2016,39,28,20,4,0,NA,0,0,"vacant",2017,"0","1",34,35,21,13,0,NA,0,15,"liom",""
"1","95","0",2016,8,5,2,0,0,NA,0,0,"vacant",2017,"0","1",9,4,2,0,0,NA,0,0,"vacant",""
"1","96","0",2016,10,14,13,0,0,NA,0,0,"vacant",2017,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1","97","0",2016,15,16,12,0,0,NA,0,0,"vacant",2017,"0","1",14,16,10,0,0,NA,0,0,"vacant",""
"1","118","0",2016,11,4,4,1,0,NA,0,0,"vacant",2017,"0","1",11,2,2,0,0,NA,0,1,"crem",""
"1","119","0",2016,47,25,20,0,0,NA,0,0,"vacant",2017,"0","1",48,22,16,0,0,NA,0,8,"liom","hidden in nolina"
"1","121","0",2016,17,11,7,3,0,NA,0,0,"vacant",2017,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1","122","0",2016,18,13,10,0,0,NA,0,1,"liom",2017,"0","1",14,7,4,3,0,NA,0,1,"liom",""
"1","123","0",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,"1","1",19,13,10,1,0,NA,0,0,"vacant",""
"1","124","0",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,"1","1",18,18,10,0,0,NA,0,1,"fore",""
"1","126","0",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,"1","1",2.5,0.5,0.5,0,0,NA,0,0,"vacant",""
"1","127","0",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,"1","1",4.5,1,1,0,0,NA,0,0,"vacant",""
"1","128","0",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,"1","1",3.5,0.5,0.5,0,0,NA,0,0,"vacant",""
"1","125A","0",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,"1","1",5,1,1,0,0,NA,0,0,"vacant",""
"1","125B","0",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,"1","1",5,1,1,0,0,NA,0,0,"vacant",""
"1","125C","0",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,"1","1",7,16,4.5,1,0,NA,0,0,"vacant",""
"1","120A","0",2016,7,5.5,4,4,0,NA,0,0,"vacant",2017,"0","1",7,7,5,2,0,NA,0,0,"vacant","right on plot border"
"1","120B","0",2016,3,1,1,0,0,NA,0,0,"vacant",2017,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1","19A","0",2016,78,66,53,9,5,NA,1,10,"liom",2017,"0","1",81,88,54,4,1,NA,1,10,"liom","1 GERST"
"1","19B","0",2016,83,43,32,5,8,NA,0,2,"liom",2017,"0","1",95,39,24,0,1,NA,0,1,"liom",""
"1","51B","0",2016,30,28,8,0,0,NA,0,0,"vacant",2017,"0","1",29,26,10,0,0,NA,0,0,"vacant",""
"1","53X","0",2016,70,32,26,0,0,NA,0,0,"vacant",2017,"0","1",66,25,22,0,0,NA,0,0,"vacant",""
"1","53Y","0",2016,89,74,37,2,0,NA,2,0,"vacant",2017,"0","1",91,77,38,4,1,NA,0,4,"liom",""
"1","63A","0",2016,61,48,47,0,0,NA,0,0,"vacant",2017,"0","1",63,44,43,4,0,NA,0,7,"liom",""
"1","69A","0",2016,31,16,9,0,0,NA,0,0,"vacant",2017,"0","1",35,18,7,0,0,NA,0,3,"liom",""
"1","63B","0",2016,35,21,16,0,0,NA,0,0,"vacant",2017,"0","1",32,32,21,2,0,NA,0,5,"liom",""
"1","69B","0",2016,5,7,4,0,0,NA,0,0,"vacant",2017,"0","1",10,8,2.5,1,0,NA,0,1,"liom",""
"1","69C","0",2016,9,8,4,0,0,NA,0,0,"vacant",2017,"0","1",14,6,3,1,0,NA,0,11,"liom","plants a,b,c seem to be fused @base"
"1","73C","0",2016,5,5,4,0,0,NA,0,0,"vacant",2017,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1","75A","0",2016,51,46,32,3,0,NA,0,4,"fore",2017,"0","1",52,38,34,0,0,NA,0,0,"vacant",""
"1","75B","0",2016,41,28,24,3,0,NA,0,0,"vacant",2017,"0","1",43,29,25,0,0,NA,0,0,"vacant",""
"1","82A","0",2016,23,14,4,2,0,NA,0,0,"vacant",2017,"0","1",21,9,2,0,0,NA,0,0,"vacant",""
"1","82B","0",2016,11,9,3,3,0,NA,0,1,"liom",2017,"0","1",9,4,2,1,0,NA,0,0,"vacant",""
"1","82C","0",2016,15,3,2,2,0,NA,0,0,"vacant",2017,"0","1",15,7,4,0,0,NA,0,0,"vacant",""
"1","92A","0",2016,9,3,1,2,0,NA,0,0,"vacant",2017,"0","1",5,4,3,0,0,NA,0,0,"vacant",""
"1","92B","0",2016,15,10,5,8,0,NA,0,0,"vacant",2017,"0","1",3,2,2,0,0,NA,0,0,"vacant",""
"1","TR1","1",2016,52,42,39,1,0,NA,0,0,"vacant",2017,"0","1",53,47,39,3,0,NA,0,6,"liom",""
"1","TR11","1",2016,43,32,29,0,0,NA,0,0,"vacant",2017,"0","1",49,32,29,5,0,NA,2,3,"fore","1 black shiny red thorax ant"
"1","TR12","1",2016,61,31,28,3,0,NA,0,1,"liom",2017,"0","1",40,52,35,6,0,NA,0,13,"liom","1 GERST"
"1","TR13","1",2016,35,33,32,0,0,NA,0,0,"vacant",2017,"0","1",32,33,26,0,0,NA,0,0,"vacant",""
"1","TR2","1",2016,62,40,25,0,0,NA,0,0,"vacant",2017,"0","1",56,41,23,0,0,NA,0,0,"vacant",""
"1","TR3","1",2016,60,42,30,3,0,NA,0,0,"vacant",2017,"0","1",60,46,45,0,0,NA,0,0,"vacant",""
"1","TR5","1",2016,23,15,10,0,0,NA,0,0,"vacant",2017,"0","1",5,10,3,0,0,NA,0,0,"vacant","mostly dead"
"1","TR8","1",2016,53,34,28,0,0,NA,0,0,"vacant",2017,"0","1",54,32,19,0,0,NA,0,0,"vacant",""
"1","TR9","1",2016,58,54,33,0,0,NA,0,0,"vacant",2017,"0","1",63,52,42,0,0,NA,0,0,"vacant",""
"2","1","0",2016,68,57,48,12,0,NA,0,0,"vacant",2017,"0","1",79,59,50,0,0,NA,0,0,"vacant",""
"2","2","0",2016,84,59,51,12,3,NA,0,12,"liom",2017,"0","1",90,57,43,2,0,NA,0,15,"crem",""
"2","3","0",2016,44,50,43,12,0,NA,0,5,"liom",2017,"0","1",45,31,17,0,0,NA,0,0,"vacant","1 CV juv"
"2","5","0",2016,23,13,9,3,0,NA,0,0,"vacant",2017,"0","1",18,12,9,1,0,NA,0,1,"other","tiny reddish ant"
"2","8","0",2016,143,170,108,23,73,NA,11,25,"liom",2017,"0","1",129,152,104,0,4,NA,3,5,"fore","1 jv pent"
"2","9","0",2016,92,86,76,26,26,NA,1,48,"liom",2017,"0","1",95,92,91,17,7,NA,1,26,"liom",""
"2","11","0",2016,84,89,85,20,10,NA,3,4,"liom",2017,"0","1",98,88,82,2,0,NA,0,5,"liom",""
"2","13","0",2016,110,81,58,8,15,NA,6,0,"vacant",2017,"0","1",95,93,64,0,0,NA,0,0,"vacant",""
"2","16","0",2016,51,53,33,22,0,NA,0,0,"vacant",2017,"0","1",64,57,43,17,0,NA,0,15,"fore","for tending aphids"
"2","17","0",2016,79,88,70,10,9,NA,1,0,"vacant",2017,"0","1",88,98,93,1,0,NA,0,0,"vacant","1 GERST"
"2","18","0",2016,53,34,17,4,0,NA,0,5,"crem",2017,"0","1",58,36,24,4,0,NA,0,0,"vacant",""
"2","19","0",2016,72,69,57,38,7,NA,22,2,"crem",2017,"0","1",78,77,63,41,1,NA,11,0,"vacant",""
"2","21","0",2016,76,72,48,2,0,NA,0,0,"vacant",2017,"0","1",79,71,44,7,0,NA,0,0,"vacant",""
"2","22","0",2016,40,22,21,0,0,NA,0,0,"vacant",2017,"0","1",32,10,9,0,0,NA,0,0,"vacant",""
"2","24","0",2016,91,85,80,28,27,NA,0,32,"liom",2017,"0","1",99,76,73,6,3,NA,0,10,"liom",""
"2","25","0",2016,122,102,88,20,3,NA,1,7,"liom",2017,"0","1",133,100,86,31,3,NA,0,11,"liom","1 juv pent"
"2","27","0",2016,41,46,26,2,0,NA,0,2,"fore",2017,"0","1",52,45,25,0,0,NA,0,0,"vacant",""
"2","31","0",2016,111,79,63,4,12,NA,6,0,"vacant",2017,"0","1",117,78,60,1,1,NA,0,2,"other","1 CV ad, 1 CV juv, 1 GERST"
"2","35","0",2016,19,34,15,0,0,NA,0,0,"vacant",2017,"0","1",13,24,7,0,0,NA,0,0,"vacant","1 CV ad"
"2","36","0",2016,100,71,52,14,2,NA,6,0,"vacant",2017,"0","1",92,62,29,15,0,NA,9,9,"fore",""
"2","37","0",2016,112,98,60,14,11,NA,18,10,"liom",2017,"0","1",107,105,48,12,0,NA,7,16,"fore",""
"2","42","0",2016,86,99,52,7,7,NA,0,0,"vacant",2017,"0","1",85,88,36,2,0,NA,0,0,"vacant","1 CV ad"
"2","45","0",2016,137,107,65,17,53,NA,12,17,"liom",2017,"0","1",136,79,57,13,0,NA,8,4,"fore","1 GERST, 1 PENT juv"
"2","46","0",2016,74,67,58,2,0,NA,0,6,"liom",2017,"0","1",79,61,55,1,0,NA,1,0,"vacant","unknown new growth x8"
"2","47","0",2016,81,60,50,26,7,NA,0,22,"liom",2017,"0","1",86,62,52,16,0,NA,0,16,"liom",""
"2","48","0",2016,81,68,56,18,0,NA,2,16,"liom",2017,"0","1",91,79,71,17,2,NA,1,20,"liom",""
"2","49","0",2016,92,81,78,13,9,NA,0,28,"liom",2017,"0","1",98,84,81,6,0,NA,0,18,"liom",""
"2","51","0",2016,107,89,72,7,7,NA,2,17,"liom",2017,"0","1",115,70,70,0,0,NA,0,0,"vacant",""
"2","52","0",2016,49,39,27,1,0,NA,0,1,"liom",2017,"0","1",55,38,30,0,0,NA,0,0,"vacant",""
"2","53","0",2016,22,15,11,0,0,NA,0,0,"vacant",2017,"0","1",31,15,12,0,0,NA,0,0,"vacant",""
"2","54","0",2016,68,54,47,13,3,NA,0,14,"liom",2017,"0","1",63,52,50,7,0,NA,0,8,"liom",""
"2","55","0",2016,55,65,31,7,0,NA,0,10,"liom",2017,"0","1",68,67,38,11,0,NA,0,12,"liom",""
"2","56","0",2016,87,81,52,9,14,NA,1,18,"liom",2017,"0","1",86,71,64,14,1,NA,0,7,"liom",""
"2","57","0",2016,96,60,57,9,7,NA,0,24,"liom",2017,"0","1",94,53,51,3,1,NA,0,2,"liom",""
"2","58","0",2016,58,48,46,2,0,NA,0,0,"vacant",2017,"0","1",67,73,40,0,0,NA,0,0,"vacant",""
"2","59","0",2016,11,11,5,1,0,NA,0,0,"vacant",2017,"0","1",20,15,6,0,0,NA,0,0,"vacant","50% dead"
"2","61","0",2016,27,18,11,1,0,NA,0,0,"vacant",2017,"0","1",29,16,9,0,0,NA,0,0,"vacant","50% dead"
"2","66","0",2016,12,3,1,2,0,NA,0,0,"vacant",2017,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2","68","0",2016,71,49,41,2,3,NA,2,6,"liom",2017,"0","1",77,68,43,7,0,NA,0,14,"liom",""
"2","69","0",2016,7,6,4,3,0,NA,0,0,"vacant",2017,"0","1",8,6,1,0,0,NA,0,0,"vacant",""
"2","70","0",2016,89,89,52,9,0,NA,0,4,"liom",2017,"0","1",90,91,44,0,0,NA,0,0,"vacant","unknown new growth x2"
"2","72","0",2016,43,33,21,7,0,NA,0,10,"liom",2017,"0","1",50,39,30,12,0,NA,0,11,"liom",""
"2","73","0",2016,24,15,12,3,0,NA,0,2,"liom",2017,"0","1",30,18,16,1,0,NA,0,2,"liom",""
"2","74","0",2016,15,27,21,0,0,NA,0,0,"vacant",2017,"0","1",18,24,15,0,0,NA,0,0,"vacant",""
"2","75","0",2016,20,16,14,6,0,NA,0,0,"vacant",2017,"0","1",25,17,12,0,0,NA,0,0,"vacant",""
"2","76","0",2016,10,7,6,3,0,NA,0,0,"vacant",2017,"0","1",20,8,5,2,0,NA,0,1,"liom",""
"2","78","0",2016,12,7,7,0,0,NA,0,0,"vacant",2017,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2","79","0",2016,3,1,1,1,0,NA,0,0,"vacant",2017,"0","1",3,0.5,0.5,0,0,NA,0,0,"vacant",""
"2","82","0",2016,20,17,12,3,0,NA,0,0,"vacant",2017,"0","1",18,14,12,0,0,NA,0,0,"vacant","dying"
"2","83","0",2016,12,2,2,0,0,NA,0,0,"vacant",2017,"0","1",12,4,4,2,0,NA,0,0,"vacant",""
"2","88","0",2016,16,19,10,0,0,NA,0,0,"vacant",2017,"0","1",21,16,8,0,0,NA,0,0,"vacant",""
"2","90","0",2016,31,25,18,6,0,NA,0,0,"vacant",2017,"0","1",40,12,8,0,0,NA,0,0,"vacant","11 CV juv"
"2","91","0",2016,21,18,11,2,0,NA,0,0,"vacant",2017,"0","1",21,7,4,0,0,NA,0,0,"vacant","not doing v well"
"2","93","0",2016,15,11,7,0,0,NA,0,0,"vacant",2017,"0","1",24,17,6,0,0,NA,0,0,"vacant",""
"2","96","0",2016,19,7,3,2,0,NA,0,0,"vacant",2017,"0","1",19,7,2,0,0,NA,0,0,"vacant",""
"2","97","0",2016,18,11,7,2,0,NA,0,0,"vacant",2017,"0","1",21,13,9,1,0,NA,0,4,"crem",""
"2","98","0",2016,3,1,1,0,0,NA,0,0,"vacant",2017,"0","1",3,1,0.5,1,0,NA,0,0,"vacant",""
"2","99","0",2016,11,8,7,2,2,NA,0,0,"vacant",2017,"0","1",13,11,6,2,0,NA,0,0,"vacant",""
"2","100","0",2016,36,21,15,5,0,NA,0,2,"other",2017,"0","1",40,22,19,4,0,NA,0,0,"vacant",""
"2","101","0",2016,6,3,2,3,0,NA,0,0,"vacant",2017,"0","1",10,4,2,1,0,NA,0,0,"vacant",""
"2","102","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,"1","1",9,6,6,2,0,NA,0,0,"vacant","@SE corner"
"2","103","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,"1","1",11,8,6,2,0,NA,0,0,"vacant","Near NW corner"
"2","104","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,"1","1",17,7,5,2,0,NA,0,0,"vacant","near TR-15"
"2","71A","0",2016,30,22,10,5,0,NA,0,0,"vacant",2017,"0","1",34,27,23,0,0,NA,0,0,"vacant","29 CV juv"
"2","71B","0",2016,19,18,8,4,0,NA,0,0,"vacant",2017,"0","1",21,14,13,0,0,NA,0,0,"vacant","1 CV juv"
"2","80A","0",2016,16,10,8,3,0,NA,0,0,"vacant",2017,"0","1",8,8,2,0,0,NA,0,0,"vacant",""
"2","80B","0",2016,16,9,8,1,0,NA,0,1,"liom",2017,"0","1",16,1,1,0,0,NA,0,0,"vacant",""
"2","80C","0",2016,19,14,13,12,0,NA,0,1,"liom",2017,"0","1",23,12,11,0,0,NA,0,0,"vacant",""
"2","94A","0",2016,2,1,1,0,0,NA,0,0,"vacant",2017,"0","1",2,2,1,0,0,NA,0,0,"vacant",""
"2","94B","0",2016,6,5,2,3,0,NA,0,0,"vacant",2017,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2","95B","0",2016,6,3,2,2,0,NA,0,0,"vacant",2017,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2","TR1","1",2016,58,46,42,11,0,NA,0,13,"liom",2017,"0","1",56,51,40,1,0,NA,0,5,"liom",""
"2","TR11","1",2016,74,55,49,9,1,NA,0,2,"liom",2017,"0","1",89,55,53,15,0,NA,0,20,"liom",""
"2","TR12","1",2016,29,7,5,1,0,NA,0,0,"vacant",2017,"0","1",22,8,3,4,0,NA,0,0,"vacant","labeled on map as 2-12"
"2","TR13","1",2016,52,35,15,0,0,NA,0,0,"vacant",2017,"0","1",56,24,16,0,0,NA,0,1,"liom",""
"2","TR15","1",2016,78,36,30,0,0,NA,0,0,"vacant",2017,"0","1",59,39,19,1,0,NA,0,15,"liom",""
"2","TR16","1",2016,28,27,27,5,0,NA,0,1,"other",2017,"0","1",39,35,27,2,0,NA,0,0,"vacant",""
"2","TR18","1",2016,48,40,39,11,0,NA,0,10,"liom",2017,"0","1",47,53,21,5,0,NA,0,11,"liom","1 CV juv, 36 CV ad"
"2","TR2","1",2016,64,46,32,7,0,NA,0,5,"liom",2017,"0","1",63,55,33,3,1,NA,0,11,"liom",""
"2","TR3","1",2016,19,22,12,11,0,NA,0,0,"vacant",2017,"0","1",22,21,16,0,0,NA,0,0,"vacant",""
"2","TR4","1",2016,47,61,30,8,0,NA,0,14,"liom",2017,"0","1",54,41,33,0,0,NA,0,0,"vacant",""
"2","TR7","1",2016,49,26,17,4,0,NA,0,0,"vacant",2017,"0","1",46,25,17,1,0,NA,0,3,"liom",""
"3","1","0",2016,134,165,145,43,24,NA,1,22,"liom",2017,"0","1",137,175,169,65,67,NA,0,48,"liom",""
"3","2","0",2016,70,76,54,15,6,NA,0,14,"liom",2017,"0","1",78,73,56,5,8,NA,1,35,"liom",""
"3","3","0",2016,76,72,56,21,7,NA,2,9,"liom",2017,"0","1",93,82,49,4,12,NA,1,38,"liom",""
"3","4","0",2016,78,131,107,16,47,NA,0,28,"liom",2017,"0","1",83,120,129,10,23,NA,3,46,"liom",""
"3","5","0",2016,100,73,47,19,28,NA,0,10,"liom",2017,"0","1",100,72,68,13,21,NA,3,29,"liom",""
"3","6","0",2016,131,135,114,34,54,NA,1,29,"liom",2017,"0","1",132,136,111,23,53,NA,1,51,"liom",""
"3","7","0",2016,129,130,124,65,81,NA,6,9,"liom",2017,"0","1",136,155,148,61,121,NA,3,45,"liom",""
